traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
諸生,诸生,zhu1 sheng1],Imperial scholar from the Ming Dynasty onwards,,,,,,,,,,,,,,,,,
諸相,诸相,zhu1 xiang4],the appearance of all things (Buddhism),,,,,,,,,,,,,,,,,
諸般,诸般,zhu1 ban1],various,many different kinds of,,,,,,,,,,,,,,,,
諸色,诸色,zhu1 se4],various,all kinds,,,,,,,,,,,,,,,,
諸葛,诸葛,Zhu1 ge3],two-character surname Zhuge,,,,,,,,,,,,,,,,,
諸葛亮,诸葛亮,Zhu1 ge3 Liang4],Zhuge Liang (181-234) military leader and prime minister of Shu Han 蜀漢|蜀汉 during the Three Kingdoms period,the main hero of the fictional Romance of Three Kingdoms 三國演義|三国演义 where he is portrayed as a sage and military genius,mastermind,,,,,,,,,,,,,,,
諺,谚,yan4],proverb,,,,,,,,,,,,,,,,,
諺文,谚文,yan4 wen2],hangeul 한글 Korean phonetic alphabet,,,,,,,,,,,,,,,,,
諺語,谚语,yan4 yu3],proverb,,,,,,,,,,,,,,,,,
諼,谖,xuan1],to deceive,to forget,,,,,,,,,,,,,,,,
諾,诺,nuo4],to consent,to promise,(literary) yes!,,,,,,,,,,,,,,,
諾丁漢,诺丁汉,Nuo4 ding1 han4],Nottingham (city in England),,,,,,,,,,,,,,,,,
諾丁漢郡,诺丁汉郡,Nuo4 ding1 han4 jun4],Nottinghamshire (English county),,,,,,,,,,,,,,,,,
諾亞,诺亚,Nuo4 ya4],Noah,,,,,,,,,,,,,,,,,
諾伊曼,诺伊曼,Nuo4 yi1 man4],Neumann (surname),John von Neumann (1903-1957) Hungarian-born American mathematician and polymath,,,,,,,,,,,,,,,,
諾克少,诺克少,Nuo4 ke4 shao3],Nouakchott capital of Mauritania (Tw),,,,,,,,,,,,,,,,,
諾基亞,诺基亚,Nuo4 ji1 ya4],Nokia (company name),,,,,,,,,,,,,,,,,
諾塞斯,诺塞斯,nuo4 sai1 si1],Knossos (Minoan palace at Iraklion Crete),,,,,,,,,,,,,,,,,
諾夫哥羅德,诺夫哥罗德,Nuo4 fu1 ge1 luo2 de2],Novgorod city in Russia,,,,,,,,,,,,,,,,,
諾姆·喬姆斯基,诺姆·乔姆斯基,Nuo4 mu3 · Qiao2 mu3 si1 ji1],Noam Chomsky (American linguist and political activist),,,,,,,,,,,,,,,,,
諾曼人,诺曼人,Nuo4 man4 ren2],Normans (people),,,,,,,,,,,,,,,,,
諾曼底,诺曼底,Nuo4 man4 di3],Normandy France,,,,,,,,,,,,,,,,,
諾曼底人,诺曼底人,nuo4 man4 di3 ren2],Norman (people),,,,,,,,,,,,,,,,,
諾曼底半島,诺曼底半岛,Nuo4 man4 di3 Ban4 dao3],Normandy peninsula,,,,,,,,,,,,,,,,,
諾曼征服,诺曼征服,Nuo4 man4 Zheng1 fu2],the Norman conquest of England (1066),,,,,,,,,,,,,,,,,
諾曼第,诺曼第,Nuo4 man4 di4],Normandy France,,,,,,,,,,,,,,,,,
諾格,诺格,Nuo4 ge2],Northrop Grumman (aerospace arm of Boeing),,,,,,,,,,,,,,,,,
諾特,诺特,Nuo4 te4],Noether (name),Emmy Noether (1882-1935) famous German female algebraist,Noetherian (math.),,,,,,,,,,,,,,,
諾獎,诺奖,Nuo4 jiang3],Nobel Prize,abbr. for 諾貝爾獎|诺贝尔奖[Nuo4 bei4 er3 Jiang3],,,,,,,,,,,,,,,,
諾矩羅,诺矩罗,Nuo4 ju3 luo2],Nuojuluo monk at start of Tang dynasty possibly originally immigrant lived in Qingshen county 青神[Qing1 shen2] Sichuan,,,,,,,,,,,,,,,,,
諾福克島,诺福克岛,Nuo4 fu2 ke4 Dao3],Norfolk Island,,,,,,,,,,,,,,,,,
諾美克斯,诺美克斯,Nuo4 mei3 ke4 si1],Nomex (brand),,,,,,,,,,,,,,,,,
諾言,诺言,nuo4 yan2],promise,,,,,,,,,,,,,,,,,
諾貝爾,诺贝尔,Nuo4 bei4 er3],Nobel (Prize),,,,,,,,,,,,,,,,,
諾貝爾和平獎,诺贝尔和平奖,Nuo4 bei4 er3 He2 ping2 jiang3],Nobel Peace Prize,,,,,,,,,,,,,,,,,
諾貝爾文學獎,诺贝尔文学奖,Nuo4 bei4 er3 Wen2 xue2 Jiang3],Nobel Prize in Literature,,,,,,,,,,,,,,,,,
諾貝爾物理學獎,诺贝尔物理学奖,Nuo4 bei4 er3 Wu4 li3 xue2 Jiang3],Nobel Prize in Physics,,,,,,,,,,,,,,,,,
諾貝爾獎,诺贝尔奖,Nuo4 bei4 er3 Jiang3],Nobel Prize,,,,,,,,,,,,,,,,,
諾魯,诺鲁,Nuo4 lu3],Nauru island country in the southwestern Pacific (Tw),,,,,,,,,,,,,,,,,
謀,谋,mou2],to plan,to seek,scheme,,,,,,,,,,,,,,,
謀事,谋事,mou2 shi4],to plan matters,to look for a job,,,,,,,,,,,,,,,,
謀事在人，成事在天,谋事在人，成事在天,mou2 shi4 zai4 ren2 cheng2 shi4 zai4 tian1],planning is with man accomplishing with heaven (idiom); Man proposes but God disposes.,,,,,,,,,,,,,,,,,
謀利,谋利,mou2 li4],to make a profit,to gain,to get an advantage,,,,,,,,,,,,,,,
謀刺,谋刺,mou2 ci4],to plot to assassinate,,,,,,,,,,,,,,,,,
謀劃,谋划,mou2 hua4],to scheme,to plot,conspiracy,,,,,,,,,,,,,,,
謀反,谋反,mou2 fan3],to plot a rebellion,to conspire against the state,,,,,,,,,,,,,,,,
謀取,谋取,mou2 qu3],to seek,to strive for,to obtain,see also 牟取[mou2 qu3],,,,,,,,,,,,,,
謀士,谋士,mou2 shi4],skilled manipulator,tactician,strategist,advisor,counsellor,,,,,,,,,,,,,
謀害,谋害,mou2 hai4],to conspire to murder,to plot against sb's life,,,,,,,,,,,,,,,,
謀慮,谋虑,mou2 lu:4],to plan and consider,to reflect on one's best strategy,,,,,,,,,,,,,,,,
謀智,谋智,mou2 zhi4],Mozilla Corporation,intelligence and wisdom,resourceful,same as 智謀|智谋,,,,,,,,,,,,,,
謀殺,谋杀,mou2 sha1],to murder,to assassinate,intentional homicide,,,,,,,,,,,,,,,
謀殺案,谋杀案,mou2 sha1 an4],murder case,,,,,,,,,,,,,,,,,
謀殺罪,谋杀罪,mou2 sha1 zui4],murder,,,,,,,,,,,,,,,,,
謀求,谋求,mou2 qiu2],to seek,to strive for,,,,,,,,,,,,,,,,
謀生,谋生,mou2 sheng1],to seek one's livelihood,to work to support oneself,to earn a living,,,,,,,,,,,,,,,
謀略,谋略,mou2 lu:e4],stratagem,strategy,resourcefulness,,,,,,,,,,,,,,,
謀職,谋职,mou2 zhi2],to look for a job,to seek employment,,,,,,,,,,,,,,,,
謀臣,谋臣,mou2 chen2],imperial strategic adviser,expert on strategy,,,,,,,,,,,,,,,,
謀臣如雨,谋臣如雨,mou2 chen2 ru2 yu3],strategic experts as thick as rain (idiom); no shortage of advisers on strategy,,,,,,,,,,,,,,,,,
謀臣武將,谋臣武将,mou2 chen2 wu3 jiang4],strategic experts and powerful generals (idiom),,,,,,,,,,,,,,,,,
謀臣猛將,谋臣猛将,mou2 chen2 meng3 jiang4],strategic experts and powerful generals (idiom),,,,,,,,,,,,,,,,,
謀計,谋计,mou2 ji4],stratagem,scheme,,,,,,,,,,,,,,,,
謀財害命,谋财害命,mou2 cai2 hai4 ming4],to plot and kill sb for his property (idiom); to murder for money,,,,,,,,,,,,,,,,,
謀面,谋面,mou2 mian4],to meet,,,,,,,,,,,,,,,,,
謀食,谋食,mou2 shi2],to make a living,to strive to earn a living,,,,,,,,,,,,,,,,
謁,谒,ye4],to visit (a superior),,,,,,,,,,,,,,,,,
謁訪,谒访,ye4 fang3],to pay one's respects,to visit (ancestral grave),,,,,,,,,,,,,,,,
謁陵,谒陵,ye4 ling2],to pay homage at a mausoleum,,,,,,,,,,,,,,,,,
謂,谓,Wei4],surname Wei,,,,,,,,,,,,,,,,,
謂,谓,wei4],to speak,to say,to name,to designate,meaning,sense,,,,,,,,,,,,
謂詞,谓词,wei4 ci2],predicate (in logic and grammar),,,,,,,,,,,,,,,,,
謂語,谓语,wei4 yu3],(grammatical) predicate,,,,,,,,,,,,,,,,,
謄,誊,teng2],to transcribe,to copy out,(free word),,,,,,,,,,,,,,,
謄寫,誊写,teng2 xie3],to transcribe,to make a fair copy,,,,,,,,,,,,,,,,
謄錄,誊录,teng2 lu4],to copy out,,,,,,,,,,,,,,,,,
謅,诌,zhou1],to make up (a story),Taiwan pr. [zou1],,,,,,,,,,,,,,,,
謆,謆,shan4],to beguile,to cajole,,,,,,,,,,,,,,,,
謇,謇,jian3],to speak out boldly,,,,,,,,,,,,,,,,,
謊,谎,huang3],lies,to lie,,,,,,,,,,,,,,,,
謊價,谎价,huang3 jia4],inflated price,exorbitant price,,,,,,,,,,,,,,,,
謊報,谎报,huang3 bao4],to lie,,,,,,,,,,,,,,,,,
謊稱,谎称,huang3 cheng1],to claim,to pretend,,,,,,,,,,,,,,,,
謊言,谎言,huang3 yan2],lie,,,,,,,,,,,,,,,,,
謊話,谎话,huang3 hua4],lie,,,,,,,,,,,,,,,,,
謋,謋,huo4],sound of flesh being separated from the bone,,,,,,,,,,,,,,,,,
謌,歌,ge1],variant of 歌[ge1],,,,,,,,,,,,,,,,,
謍,謍,ying2],humming sound,,,,,,,,,,,,,,,,,
謎,谜,mei4],see 謎兒|谜儿[mei4 r5] riddle,,,,,,,,,,,,,,,,,
謎,谜,mi2],riddle,,,,,,,,,,,,,,,,,
謎兒,谜儿,mei4 r5],riddle,,,,,,,,,,,,,,,,,
謎團,谜团,mi2 tuan2],riddle,enigma,unpredictable situation,elusive matters,,,,,,,,,,,,,,
謎底,谜底,mi2 di3],answer to a riddle,,,,,,,,,,,,,,,,,
謎樣,谜样,mi2 yang4],enigmatic,,,,,,,,,,,,,,,,,
謎語,谜语,mi2 yu3],riddle,conundrum,CL:條|条[tiao2],,,,,,,,,,,,,,,
謎題,谜题,mi2 ti2],puzzle,riddle,,,,,,,,,,,,,,,,
謏,謏,sou3],to induce,,,,,,,,,,,,,,,,,
謏,謏,xiao3],small,,,,,,,,,,,,,,,,,
謐,谧,mi4],quiet,,,,,,,,,,,,,,,,,
謑,謑,xi4],shame,disgrace,,,,,,,,,,,,,,,,
謔,谑,xue4],joy,to joke,to banter,to tease,to mock,Taiwan pr. [nu:e4],,,,,,,,,,,,
謔劇,谑剧,xue4 ju4],fun and mockery,,,,,,,,,,,,,,,,,
謔戲,谑戏,xue4 xi4],fun and mockery,,,,,,,,,,,,,,,,,
謔稱,谑称,xue4 cheng1],playful appellation,,,,,,,,,,,,,,,,,
謔而不虐,谑而不虐,xue4 er2 bu4 nu:e4],to tease,to mock sb without offending,to banter,,,,,,,,,,,,,,,
謔語,谑语,xue4 yu3],words to tease sb,,,,,,,,,,,,,,,,,
謖,谡,su4],composed,rise,to begin,,,,,,,,,,,,,,,
謗,谤,bang4],to slander,to defame,to speak ill of,,,,,,,,,,,,,,,
謙,谦,qian1],modest,,,,,,,,,,,,,,,,,
謙卑,谦卑,qian1 bei1],humble,,,,,,,,,,,,,,,,,
謙和,谦和,qian1 he2],meek,modest,amiable,,,,,,,,,,,,,,,
謙恭,谦恭,qian1 gong1],polite and modest,,,,,,,,,,,,,,,,,
謙稱,谦称,qian1 cheng1],modest appellation,,,,,,,,,,,,,,,,,
謙虛,谦虚,qian1 xu1],modest,self-effacing,to make modest remarks,,,,,,,,,,,,,,,
謙詞,谦词,qian1 ci2],modest word (grammar),,,,,,,,,,,,,,,,,
謙語,谦语,qian1 yu3],humble expression,,,,,,,,,,,,,,,,,
謙誠,谦诚,qian1 cheng2],modest and sincere,humble,,,,,,,,,,,,,,,,
謙讓,谦让,qian1 rang4],to modestly decline,,,,,,,,,,,,,,,,,
謙辭,谦辞,qian1 ci2],humble words,self-deprecatory expression,to modestly decline,,,,,,,,,,,,,,,
謙遜,谦逊,qian1 xun4],humble,modest,unpretentious,modesty,,,,,,,,,,,,,,
謚,谥,shi4],variant of 諡|谥[shi4],,,,,,,,,,,,,,,,,
謚,谥,yi4],smiling face,,,,,,,,,,,,,,,,,
講,讲,jiang3],to speak,to explain,to negotiate,to emphasise,to be particular about,as far as sth is concerned,speech,lecture,,,,,,,,,,
講不通,讲不通,jiang3 bu4 tong1],it does not make sense,,,,,,,,,,,,,,,,,
講價,讲价,jiang3 jia4],to bargain (over price),to haggle,,,,,,,,,,,,,,,,
講到,讲到,jiang3 dao4],to talk about sth,,,,,,,,,,,,,,,,,
講史,讲史,jiang3 shi3],historical tales,,,,,,,,,,,,,,,,,
講和,讲和,jiang3 he2],to make peace,to reconcile,,,,,,,,,,,,,,,,
講堂,讲堂,jiang3 tang2],lecture hall,CL:家[jia1]間|间[jian1],,,,,,,,,,,,,,,,
講壇,讲坛,jiang3 tan2],a platform (to speak),,,,,,,,,,,,,,,,,
講學,讲学,jiang3 xue2],to lecture (on branch of learning),,,,,,,,,,,,,,,,,
講師,讲师,jiang3 shi1],instructor,lecturer,,,,,,,,,,,,,,,,
講座,讲座,jiang3 zuo4],a course of lectures,CL:個|个[ge4],,,,,,,,,,,,,,,,
講授,讲授,jiang3 shou4],to lecture,to teach (a college course),,,,,,,,,,,,,,,,
講明,讲明,jiang3 ming2],to explain,,,,,,,,,,,,,,,,,
講桌,讲桌,jiang3 zhuo1],lectern,podium,,,,,,,,,,,,,,,,
講求,讲求,jiang3 qiu2],to stress,to emphasize,particular about sth,to strive for,,,,,,,,,,,,,,
講演,讲演,jiang3 yan3],to lecture,to speak publicly,,,,,,,,,,,,,,,,
講理,讲理,jiang3 li3],to argue,to reason with sb,to talk sense,to be reasonable,,,,,,,,,,,,,,
講究,讲究,jiang3 jiu5],to pay particular attention to,carefully selected for quality,tastefully chosen,,,,,,,,,,,,,,,
講筵,讲筵,jiang3 yan2],the teacher's seat,,,,,,,,,,,,,,,,,
講義,讲义,jiang3 yi4],teaching materials,,,,,,,,,,,,,,,,,
講義氣,讲义气,jiang3 yi4 qi4],to be loyal (to one's friends),to value loyalty,,,,,,,,,,,,,,,,
講習,讲习,jiang3 xi2],to lecture,to instruct,,,,,,,,,,,,,,,,
講習會,讲习会,jiang3 xi2 hui4],discussion forum,seminar,assembly,,,,,,,,,,,,,,,
講習班,讲习班,jiang3 xi2 ban1],instructional workshop,,,,,,,,,,,,,,,,,
講臺,讲台,jiang3 tai2],platform,rostrum,lectern,(teacher's) desk,,,,,,,,,,,,,,
講解,讲解,jiang3 jie3],to explain,,,,,,,,,,,,,,,,,
講解員,讲解员,jiang3 jie3 yuan2],guide,,,,,,,,,,,,,,,,,
講評,讲评,jiang3 ping2],to criticize,to evaluate,,,,,,,,,,,,,,,,
講話,讲话,jiang3 hua4],a speech,to speak,to talk,to address,CL:個|个[ge4],,,,,,,,,,,,,
講課,讲课,jiang3 ke4],teach,lecture,,,,,,,,,,,,,,,,
講論,讲论,jiang3 lun4],to discuss,,,,,,,,,,,,,,,,,
講辭,讲辞,jiang3 ci2],lectures,,,,,,,,,,,,,,,,,
講述,讲述,jiang3 shu4],to talk about,to narrate,to give an account,,,,,,,,,,,,,,,
講道,讲道,jiang3 dao4],to preach,a sermon,,,,,,,,,,,,,,,,
講閒話,讲闲话,jiang3 xian2 hua4],to gossip,to make unfavorable comments,,,,,,,,,,,,,,,,
講題,讲题,jiang3 ti2],topic of a lecture,,,,,,,,,,,,,,,,,
謝,谢,Xie4],surname Xie,,,,,,,,,,,,,,,,,
謝,谢,xie4],to thank,to apologize,to wither (of flowers leaves etc),to decline,,,,,,,,,,,,,,
謝世,谢世,xie4 shi4],to die,to pass away,,,,,,,,,,,,,,,,
謝候,谢候,xie4 hou4],to thank sb for favor or hospitality,,,,,,,,,,,,,,,,,
謝儀,谢仪,xie4 yi2],honorarium,gift as thanks,,,,,,,,,,,,,,,,
謝卻,谢却,xie4 que4],to decline,to refuse politely,,,,,,,,,,,,,,,,
謝天謝地,谢天谢地,xie4 tian1 xie4 di4],Thank heavens!,Thank goodness that's worked out so well!,,,,,,,,,,,,,,,,
謝媒,谢媒,xie4 mei2],to thank the matchmaker,,,,,,,,,,,,,,,,,
謝孝,谢孝,xie4 xiao4],to visit friends to thank them after a funeral,,,,,,,,,,,,,,,,,
謝客,谢客,xie4 ke4],to decline to meet a visitor,to express one's gratitude to one's guests,,,,,,,,,,,,,,,,
謝家集,谢家集,Xie4 jia1 ji2],Xiejiaji district of Huainan city 淮南市[Huai2 nan2 shi4] Anhui,,,,,,,,,,,,,,,,,
謝家集區,谢家集区,Xie4 jia1 ji2 qu1],Xiejiaji district of Huainan city 淮南市[Huai2 nan2 shi4] Anhui,,,,,,,,,,,,,,,,,
謝帖,谢帖,xie4 tie3],letter of thanks,,,,,,,,,,,,,,,,,
謝幕,谢幕,xie4 mu4],to take a curtain call,(fig.) to come to an end,,,,,,,,,,,,,,,,
謝忱,谢忱,xie4 chen2],gratitude,,,,,,,,,,,,,,,,,
謝恩,谢恩,xie4 en1],to thank sb for favor (esp. emperor or superior official),,,,,,,,,,,,,,,,,
謝意,谢意,xie4 yi4],gratitude,thanks,,,,,,,,,,,,,,,,
謝拉,谢拉,Xie4 la1],Zerah (son of Judah),,,,,,,,,,,,,,,,,
謝爾巴人,谢尔巴人,Xie4 er3 ba1 ren2],Sherpa,,,,,,,,,,,,,,,,,
謝爾蓋,谢尔盖,Xie4 er3 gai4],Sergei (name),,,,,,,,,,,,,,,,,
謝特,谢特,xie4 te4],shit! (loanword),,,,,,,,,,,,,,,,,
謝病,谢病,xie4 bing4],to excuse oneself because of illness,,,,,,,,,,,,,,,,,
謝禮,谢礼,xie4 li3],honorarium,gift as thanks,,,,,,,,,,,,,,,,
謝絕,谢绝,xie4 jue2],to refuse politely,,,,,,,,,,,,,,,,,
謝絕參觀,谢绝参观,xie4 jue2 can1 guan1],closed to visitors,no admittance,,,,,,,,,,,,,,,,
謝罪,谢罪,xie4 zui4],to apologize for an offense,to offer one's apology for a fault,,,,,,,,,,,,,,,,
謝肉節,谢肉节,xie4 rou4 jie2],carnival (esp. Christian),,,,,,,,,,,,,,,,,
謝詞,谢词,xie4 ci2],speech of thanks,,,,,,,,,,,,,,,,,
謝謝,谢谢,xie4 xie5],to thank,thanks,thank you,,,,,,,,,,,,,,,
謝赫,谢赫,Xie4 He4],Xie He (479-502) portrait painter from Qi of Southern dynasties 南齊,,,,,,,,,,,,,,,,,
謝辛,谢辛,Xie4 Xin1],Chea Sim President of Cambodian National Assembly,,,,,,,,,,,,,,,,,
謝通門,谢通门,Xie4 tong1 men2],Xaitongmoin county Tibetan: Bzhad mthong smon rdzong in Shigatse prefecture Tibet,,,,,,,,,,,,,,,,,
謝通門縣,谢通门县,Xie4 tong1 men2 xian4],Xaitongmoin county Tibetan: Bzhad mthong smon rdzong in Shigatse prefecture Tibet,,,,,,,,,,,,,,,,,
謝里夫,谢里夫,Xie4 li3 fu1],Sharif (name),Nawaz Sharif (1949-) Pakistani politician,,,,,,,,,,,,,,,,
謝長廷,谢长廷,Xie4 Chang2 ting2],Frank Chang-ting Hsieh (1946-) Taiwanese DPP politician mayor of Kaohsiung 1998-2005,,,,,,,,,,,,,,,,,
謝霆鋒,谢霆锋,Xie4 Ting2 feng1],Tse Ting-Fung or Nicholas Tse (1980-) Cantopop star,,,,,,,,,,,,,,,,,
謝靈運,谢灵运,Xie4 Ling2 yun4],Xie Lingyun (385-433) poet during Song of the Southern Dynasties 南朝宋,,,,,,,,,,,,,,,,,
謝頂,谢顶,xie4 ding3],to go bald,,,,,,,,,,,,,,,,,
謠,谣,yao2],popular ballad,rumor,,,,,,,,,,,,,,,,
謠傳,谣传,yao2 chuan2],rumor,,,,,,,,,,,,,,,,,
謠言,谣言,yao2 yan2],rumor,,,,,,,,,,,,,,,,,
謠言惑衆,谣言惑众,yao2 yan2 huo4 zhong4],to mislead the public with rumors,to delude the people with lies,,,,,,,,,,,,,,,,
謡,謡,yao2],Japanese variant of 謠|谣,,,,,,,,,,,,,,,,,
謦,謦,qi4],cough slightly,,,,,,,,,,,,,,,,,
謨,谟,mo2],plan,to practice,,,,,,,,,,,,,,,,
謩,谟,mo2],old variant of 謨|谟[mo2],,,,,,,,,,,,,,,,,
謪,謪,shang1],to consult,to deliberate,commerce,,,,,,,,,,,,,,,
謫,谪,zhe2],to relegate a high official to a minor post in an outlying region (punishment in imperial China),to banish or exile,(of immortals) to banish from Heaven,to censure,to blame,,,,,,,,,,,,,
謫居,谪居,zhe2 ju1],(of officials in imperial China) to live in banishment,,,,,,,,,,,,,,,,,
謫戍,谪戍,zhe2 shu4],in exile as penal servitude,,,,,,,,,,,,,,,,,
謬,谬,miu4],to deceive,to confuse,to cheat,absurd,erroneous,,,,,,,,,,,,,
謬獎,谬奖,miu4 jiang3],to overpraise,You praise me too much!,,,,,,,,,,,,,,,,
謬種,谬种,miu4 zhong3],error,fallacy,misconception,scoundrel,You swine!,,,,,,,,,,,,,
謬種流傳,谬种流传,miu4 zhong3 liu2 chuan2],to pass on errors or lies (idiom); the propagation of misconceptions,,,,,,,,,,,,,,,,,
謬耄,谬耄,miu4 mao4],feeble-minded and senile,,,,,,,,,,,,,,,,,
謬見,谬见,miu4 jian4],erroneous views,false idea,false opinion,,,,,,,,,,,,,,,
謬誤,谬误,miu4 wu4],error,mistaken idea,falsehood,,,,,,,,,,,,,,,
謬論,谬论,miu4 lun4],misconception,fallacy,,,,,,,,,,,,,,,,
謭,谫,jian3],shallow,superficial,,,,,,,,,,,,,,,,
謳,讴,ou1],to sing,ballad,folk song,,,,,,,,,,,,,,,
謳吟,讴吟,ou1 yin2],song,chant,rhythmic declamation,,,,,,,,,,,,,,,
謳歌,讴歌,Ou1 ge1],Acura (Honda car model),,,,,,,,,,,,,,,,,
謳歌,讴歌,ou1 ge1],(literary) to celebrate in song,to eulogize,,,,,,,,,,,,,,,,
謷,謷,ao2],greatness,slander,sound of weeping,,,,,,,,,,,,,,,
謹,谨,jin3],cautious,careful,solemnly,sincerely (formal),,,,,,,,,,,,,,
謹上,谨上,jin3 shang4],respectfully yours (in closing a letter),,,,,,,,,,,,,,,,,
謹啟,谨启,jin3 qi3],respectfully yours (in letters),,,,,,,,,,,,,,,,,
謹嚴,谨严,jin3 yan2],meticulous,rigorous,,,,,,,,,,,,,,,,
謹守,谨守,jin3 shou3],to adhere strictly (to the rules),,,,,,,,,,,,,,,,,
謹慎,谨慎,jin3 shen4],cautious,prudent,,,,,,,,,,,,,,,,
謹訂,谨订,jin3 ding4],would like to invite (epistolary style),,,,,,,,,,,,,,,,,
謹記,谨记,jin3 ji4],to remember with reverence,to bear in mind,to keep in mind,,,,,,,,,,,,,,,
謹防,谨防,jin3 fang2],to guard against,to beware of,,,,,,,,,,,,,,,,
謼,謼,hu1],to shout,to mourn,to invoke,,,,,,,,,,,,,,,
謾,谩,man2],to deceive,,,,,,,,,,,,,,,,,
謾,谩,man4],to slander,to be disrespectful,to slight,,,,,,,,,,,,,,,
謾罵,谩骂,man4 ma4],to hurl abuse,to deride,to call sb names,,,,,,,,,,,,,,,
譁,哗,hua2],variant of 嘩|哗[hua2],,,,,,,,,,,,,,,,,
譁然,哗然,hua2 ran2],variant of 嘩然|哗然[hua2 ran2],,,,,,,,,,,,,,,,,
譅,譅,se4],talkative,loquacious,,,,,,,,,,,,,,,,
譆,嘻,xi1],(interjection expressing surprise grief etc),variant of 嘻[xi1],,,,,,,,,,,,,,,,
譈,譈,dui4],dislike,hate,,,,,,,,,,,,,,,,
證,证,zheng4],certificate,proof,to prove,to demonstrate,to confirm,variant of 症[zheng4],,,,,,,,,,,,
證交所,证交所,zheng4 jiao1 suo3],stock exchange,,,,,,,,,,,,,,,,,
證交會,证交会,zheng4 jiao1 hui4],US Securities and Exchange Commission (SEC),,,,,,,,,,,,,,,,,
證人,证人,zheng4 ren2],witness,,,,,,,,,,,,,,,,,
證人席,证人席,zheng4 ren2 xi2],witness stand or box,,,,,,,,,,,,,,,,,
證件,证件,zheng4 jian4],certificate,papers,credentials,document,ID,,,,,,,,,,,,,
證券,证券,zheng4 quan4],negotiable security (financial),certificate,stocks and bonds,,,,,,,,,,,,,,,
證券交易所,证券交易所,zheng4 quan4 jiao1 yi4 suo3],stock exchange,,,,,,,,,,,,,,,,,
證券代銷,证券代销,zheng4 quan4 dai4 xiao1],proxy sale of securities,,,,,,,,,,,,,,,,,
證券公司,证券公司,zheng4 quan4 gong1 si1],securities company,share company,,,,,,,,,,,,,,,,
證券化率,证券化率,zheng4 quan4 hua4 lu:4],securitization ratio,,,,,,,,,,,,,,,,,
證券商,证券商,zheng4 quan4 shang1],to deal in securities,share dealing,brokering,,,,,,,,,,,,,,,
證券委,证券委,zheng4 quan4 wei3],securities commission,abbr. for 證券委員會|证券委员会,,,,,,,,,,,,,,,,
證券委員會,证券委员会,zheng4 quan4 wei3 yuan2 hui4],securities commission (of the State Council),,,,,,,,,,,,,,,,,
證券市場,证券市场,zheng4 quan4 shi4 chang3],financial market,,,,,,,,,,,,,,,,,
證券櫃檯買賣中心,证券柜台买卖中心,Zheng4 quan4 Gui4 tai2 Mai3 mai4 Zhong1 xin1],GreTai Securities Market (GTSM),,,,,,,,,,,,,,,,,
證券經營,证券经营,zheng4 quan4 jing1 ying2],to deal in securities,share dealing,brokering,,,,,,,,,,,,,,,
證券經紀人,证券经纪人,zheng4 quan4 jing1 ji4 ren2],stockbroker,,,,,,,,,,,,,,,,,
證奴,证奴,zheng4 nu2],a slave to certificates sb who does one's utmost to obtain as many certificates as possible so to be more employable,,,,,,,,,,,,,,,,,
證婚,证婚,zheng4 hun1],to be witness (at a wedding),,,,,,,,,,,,,,,,,
證婚人,证婚人,zheng4 hun1 ren2],wedding witness,,,,,,,,,,,,,,,,,
證實,证实,zheng4 shi2],to confirm (sth to be true),to verify,,,,,,,,,,,,,,,,
證實禮,证实礼,zheng4 shi2 li3],confirmation,,,,,,,,,,,,,,,,,
證據,证据,zheng4 ju4],evidence,proof,testimony,,,,,,,,,,,,,,,
證明,证明,zheng4 ming2],proof,certificate,identification,testimonial,CL:個|个[ge4],to prove,to testify,to confirm the truth of,,,,,,,,,,
證明力,证明力,zheng4 ming2 li4],probative value,strength of evidence in legal proof,relevance,,,,,,,,,,,,,,,
