1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
斑椋鳥,斑椋鸟,ban1 liang2 niao3],(bird species of China) pied myna (Gracupica contra),,,,,,,,,,,,,,,,,
斑海豹,斑海豹,ban1 hai3 bao4],spotted seal (Phoca largha),,,,,,,,,,,,,,,,,
斑海雀,斑海雀,ban1 hai3 que4],(bird species of China) long-billed murrelet (Brachyramphus perdix),,,,,,,,,,,,,,,,,
斑疹傷寒,斑疹伤寒,ban1 zhen3 shang1 han2],typhus,,,,,,,,,,,,,,,,,
斑疹熱,斑疹热,ban1 zhen3 re4],spotted fever,,,,,,,,,,,,,,,,,
斑白,斑白,ban1 bai2],grizzled,graying,,,,,,,,,,,,,,,,
斑竹,斑竹,ban1 zhu2],mottled bamboo,,,,,,,,,,,,,,,,,
斑紋,斑纹,ban1 wen2],stripe,streak,,,,,,,,,,,,,,,,
斑羚,斑羚,ban1 ling2],Nemorhaedus goral a species of antelope found in Xinjiang,,,,,,,,,,,,,,,,,
斑翅山鶉,斑翅山鹑,ban1 chi4 shan1 chun2],(bird species of China) Daurian partridge (Perdix dauurica),,,,,,,,,,,,,,,,,
斑翅擬蠟嘴雀,斑翅拟蜡嘴雀,ban1 chi4 ni3 la4 zui3 que4],(bird species of China) spot-winged grosbeak (Mycerobas melanozanthos),,,,,,,,,,,,,,,,,
斑翅朱雀,斑翅朱雀,ban1 chi4 zhu1 que4],(bird species of China) three-banded rosefinch (Carpodacus trifasciatus),,,,,,,,,,,,,,,,,
斑翅椋鳥,斑翅椋鸟,ban1 chi4 liang2 niao3],(bird species of China) spot-winged starling (Saroglossa spiloptera),,,,,,,,,,,,,,,,,
斑翅鳳頭鵑,斑翅凤头鹃,ban1 chi4 feng4 tou2 juan1],(bird species of China) pied cuckoo (Clamator jacobinus),,,,,,,,,,,,,,,,,
斑翅鷯鶥,斑翅鹩鹛,ban1 chi4 liao2 mei2],(bird species of China) bar-winged wren-babbler (Spelaeornis troglodytoides),,,,,,,,,,,,,,,,,
斑背噪鶥,斑背噪鹛,ban1 bei4 zao4 mei2],(bird species of China) barred laughingthrush (Garrulax lunulatus),,,,,,,,,,,,,,,,,
斑背大尾鶯,斑背大尾莺,ban1 bei4 da4 wei3 ying1],(bird species of China) marsh grassbird (Locustella pryeri),,,,,,,,,,,,,,,,,
斑背潛鴨,斑背潜鸭,ban1 bei4 qian2 ya1],(bird species of China) greater scaup (Aythya marila),,,,,,,,,,,,,,,,,
斑背燕尾,斑背燕尾,ban1 bei4 yan4 wei3],(bird species of China) spotted forktail (Enicurus maculatus),,,,,,,,,,,,,,,,,
斑胸噪鶥,斑胸噪鹛,ban1 xiong1 zao4 mei2],(bird species of China) spot-breasted laughingthrush (Garrulax merulinus),,,,,,,,,,,,,,,,,
斑胸濱鷸,斑胸滨鹬,ban1 xiong1 bin1 yu4],(bird species of China) pectoral sandpiper (Calidris melanotos),,,,,,,,,,,,,,,,,
斑胸田雞,斑胸田鸡,ban1 xiong1 tian2 ji1],(bird species of China) spotted crake (Porzana porzana),,,,,,,,,,,,,,,,,
斑胸短翅鶯,斑胸短翅莺,ban1 xiong1 duan3 chi4 ying1],(bird species of China) spotted bush warbler (Locustella thoracica),,,,,,,,,,,,,,,,,
斑胸鉤嘴鶥,斑胸钩嘴鹛,ban1 xiong1 gou1 zui3 mei2],(bird species of China) black-streaked scimitar babbler (Pomatorhinus gravivox),,,,,,,,,,,,,,,,,
斑脅姬鶥,斑胁姬鹛,ban1 xie2 ji1 mei2],(bird species of China) Himalayan cutia (Cutia nipalensis),,,,,,,,,,,,,,,,,
斑脅田雞,斑胁田鸡,ban1 xie2 tian2 ji1],(bird species of China) band-bellied crake (Porzana paykullii),,,,,,,,,,,,,,,,,
斑腰燕,斑腰燕,ban1 yao1 yan4],(bird species of China) striated swallow (Cecropis striolata),,,,,,,,,,,,,,,,,
斑臉海番鴨,斑脸海番鸭,ban1 lian3 hai3 fan1 ya1],(bird species of China) white-winged scoter (Melanitta deglandi),,,,,,,,,,,,,,,,,
斑讕,斑谰,ban1 lan2],brightly colored,gorgeous,multi-colored,,,,,,,,,,,,,,,
斑頭大翠鳥,斑头大翠鸟,ban1 tou2 da4 cui4 niao3],(bird species of China) Blyth's kingfisher (Alcedo hercules),,,,,,,,,,,,,,,,,
斑頭綠擬啄木鳥,斑头绿拟啄木鸟,ban1 tou2 lu:4 ni3 zhuo2 mu4 niao3],(bird species of China) lineated barbet (Megalaima lineata),,,,,,,,,,,,,,,,,
斑頭雁,斑头雁,ban1 tou2 yan4],(bird species of China) bar-headed goose (Anser indicus),,,,,,,,,,,,,,,,,
斑頭鵂鶹,斑头鸺鹠,ban1 tou2 xiu1 liu2],(bird species of China) Asian barred owlet (Glaucidium cuculoides),,,,,,,,,,,,,,,,,
斑頸穗鶥,斑颈穗鹛,ban1 jing3 sui4 mei2],(bird species of China) spot-necked babbler (Stachyris strialata),,,,,,,,,,,,,,,,,
斑馬,斑马,ban1 ma3],zebra,CL:匹[pi3],,,,,,,,,,,,,,,,
斑馬線,斑马线,ban1 ma3 xian4],crosswalk,zebra crossing,,,,,,,,,,,,,,,,
斑馬魚,斑马鱼,ban1 ma3 yu2],zebrafish,,,,,,,,,,,,,,,,,
斑駁,斑驳,ban1 bo2],mottled,motley,,,,,,,,,,,,,,,,
斑駮陸離,斑驳陆离,ban1 bo2 lu4 li2],variegated,,,,,,,,,,,,,,,,,
斑魚狗,斑鱼狗,ban1 yu2 gou3],(bird species of China) pied kingfisher (Ceryle rudis),,,,,,,,,,,,,,,,,
斑鱉,斑鳖,ban1 bie1],Yangtze giant soft-shell turtle (Rafetus swinhoei) a critically endangered species,,,,,,,,,,,,,,,,,
斑鱧,斑鳢,ban1 li3],snakehead mullet,Channa maculata,,,,,,,,,,,,,,,,
斑鳩,斑鸠,ban1 jiu1],turtledove,,,,,,,,,,,,,,,,,
斑鶇,斑鸫,ban1 dong1],(bird species of China) dusky thrush (Turdus eunomus),,,,,,,,,,,,,,,,,
斑鶲,斑鹟,ban1 weng1],(bird species of China) spotted flycatcher (Muscicapa striata),,,,,,,,,,,,,,,,,
斑鷺,斑鹭,ban1 lu4],(bird species of China) pied heron (Egretta picata),,,,,,,,,,,,,,,,,
斑點,斑点,ban1 dian3],spot,stain,speckle,,,,,,,,,,,,,,,
斑點狗,斑点狗,ban1 dian3 gou3],Dalmatian (dog breed),,,,,,,,,,,,,,,,,
斒,斒,ban1],variegated,striped,marbled,,,,,,,,,,,,,,,
斔,斔,yu3],old variant of 斞[yu3],,,,,,,,,,,,,,,,,
斕,斓,lan2],see 斑斕|斑斓[ban1 lan2],,,,,,,,,,,,,,,,,
斗,斗,Dou3],abbr. for the Big Dipper constellation 北斗星[Bei3 dou3 xing1],,,,,,,,,,,,,,,,,
斗,斗,dou3],dry measure for grain equal to ten 升[sheng1] or one-tenth of a 石[dan4],decaliter,peck,cup or dipper shaped object,old variant of 陡[dou3],,,,,,,,,,,,,
斗六,斗六,Dou3 liu4],Douliu or Touliu city in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4] Taiwan,,,,,,,,,,,,,,,,,
斗六市,斗六市,Dou3 liu4 shi4],Douliu or Touliu city in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4] Taiwan,,,,,,,,,,,,,,,,,
斗南,斗南,Dou3 nan2],Dounan or Tounan town in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4] Taiwan,,,,,,,,,,,,,,,,,
斗南鎮,斗南镇,Dou3 nan2 zhen4],Dounan or Tounan town in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4] Taiwan,,,,,,,,,,,,,,,,,
斗大,斗大,dou3 da4],huge,,,,,,,,,,,,,,,,,
斗拱,斗拱,dou3 gong3],interlocking wooden brackets between the top of a column and crossbeams used in traditional Chinese architecture,,,,,,,,,,,,,,,,,
斗柄,斗柄,dou3 bing3],handle of the Big Dipper,,,,,,,,,,,,,,,,,
斗牛,斗牛,Dou3 Niu2],Big Dipper and Altair (astronomy),,,,,,,,,,,,,,,,,
斗笠,斗笠,dou3 li4],conical bamboo hat,,,,,,,,,,,,,,,,,
斗筲,斗筲,dou3 shao1],an ancient bamboo container,narrow-mindedness,,,,,,,,,,,,,,,,
斗筲之人,斗筲之人,dou3 shao1 zhi1 ren2],a small-minded person,a bean-counter,,,,,,,,,,,,,,,,
斗筲之器,斗筲之器,dou3 shao1 zhi1 qi4],person narrow-minded and shortsighted,,,,,,,,,,,,,,,,,
斗筲之材,斗筲之材,dou3 shao1 zhi1 cai2],person of limited capacity,,,,,,,,,,,,,,,,,
斗篷,斗篷,dou3 peng5],cloak,mantle,,,,,,,,,,,,,,,,
斗膽,斗胆,dou3 dan3],(courteous) to be so bold as to,,,,,,,,,,,,,,,,,
斗車,斗车,dou3 che1],hopper car,wheelbarrow,,,,,,,,,,,,,,,,
斗轉星移,斗转星移,Dou3 zhuan3 xing1 yi2],lit. the Big Dipper 北斗星[Bei3 dou3 xing1] has turned and the stars have moved,time flies,also written 星移斗轉|星移斗转[xing1 yi2 Dou3 zhuan3],,,,,,,,,,,,,,,
斗酒隻雞,斗酒只鸡,dou3 jiu3 zhi1 ji1],lit. a chicken and a bottle of wine (idiom); fig. ready to make an offering to the deceased or to entertain guests,,,,,,,,,,,,,,,,,
斗門,斗门,Dou3 men2],Doumen district of Zhuhai city 珠海市[Zhu1 hai3 shi4] Guangdong,,,,,,,,,,,,,,,,,
斗門區,斗门区,Dou3 men2 qu1],Doumen district of Zhuhai city 珠海市[Zhu1 hai3 shi4] Guangdong,,,,,,,,,,,,,,,,,
料,料,liao4],material,stuff,grain,feed,to expect,to anticipate,to guess,,,,,,,,,,,
料事如神,料事如神,liao4 shi4 ru2 shen2],to prophesy with supernatural accuracy (idiom),to have an incredible foresight,,,,,,,,,,,,,,,,
料件,料件,liao4 jian4],materials and parts,components,,,,,,,,,,,,,,,,
料件子,料件子,liao4 jian4 zi5],see 料件子活[liao4 jian4 zi5 huo2],,,,,,,,,,,,,,,,,
料件子活,料件子活,liao4 jian4 zi5 huo2],piecework,,,,,,,,,,,,,,,,,
料倉,料仓,liao4 cang1],granary,storehouse,,,,,,,,,,,,,,,,
料到,料到,liao4 dao4],to foresee,to anticipate,,,,,,,,,,,,,,,,
料及,料及,liao4 ji2],to anticipate,forecast,expectation,anticipation,,,,,,,,,,,,,,
料器,料器,liao4 qi4],glassware,colored glass household vessel,,,,,,,,,,,,,,,,
料堆,料堆,liao4 dui1],to stockpile,,,,,,,,,,,,,,,,,
料子,料子,liao4 zi5],material,,,,,,,,,,,,,,,,,
料定,料定,liao4 ding4],certain,to know for sure,,,,,,,,,,,,,,,,
料峭,料峭,liao4 qiao4],spring chill in the air,cold,,,,,,,,,,,,,,,,
料度,料度,liao4 du4],to reckon,to imagine,,,,,,,,,,,,,,,,
料想,料想,liao4 xiang3],to expect,to presume,to think (sth is likely),,,,,,,,,,,,,,,
料持,料持,liao4 chi2],to arrange,to manage,to attend to,to take care of,to look after (the cooking),,,,,,,,,,,,,
料斗,料斗,liao4 dou3],cattle feeder,hopper (wicker basket),,,,,,,,,,,,,,,,
料理,料理,liao4 li3],to arrange,to handle,to cook,cuisine,art of cooking,,,,,,,,,,,,,
料理店,料理店,liao4 li3 dian4],restaurant,,,,,,,,,,,,,,,,,
料號,料号,liao4 hao4],part number,material code,,,,,,,,,,,,,,,,
料豆兒,料豆儿,liao4 dou4 r5],cooked black soybean as animal fodder,,,,,,,,,,,,,,,,,
料酒,料酒,liao4 jiu3],cooking wine,,,,,,,,,,,,,,,,,
料頭,料头,liao4 tou2],remainder of cloth,scraps,,,,,,,,,,,,,,,,
料頭兒,料头儿,liao4 tou2 r5],erhua variant of 料頭|料头[liao4 tou2],,,,,,,,,,,,,,,,,
斚,斚,jia3],variant of 斝[jia3],,,,,,,,,,,,,,,,,
斛,斛,hu2],ancient measuring vessel,fifty liters,dry measure for grain equal to five dou 五斗 (before Tang ten pecks),,,,,,,,,,,,,,,
斜,斜,xie2],inclined,slanting,oblique,tilting,,,,,,,,,,,,,,
斜交,斜交,xie2 jiao1],bevel,oblique,,,,,,,,,,,,,,,,
斜倚,斜倚,xie2 yi3],to recline,,,,,,,,,,,,,,,,,
斜切鋸,斜切锯,xie2 qie1 ju4],miter saw,,,,,,,,,,,,,,,,,
斜坡,斜坡,xie2 po1],slope,incline,,,,,,,,,,,,,,,,
斜塔,斜塔,xie2 ta3],leaning tower,,,,,,,,,,,,,,,,,
斜射球,斜射球,xie2 she4 qiu2],a sliced ball (tennis or table tennis),,,,,,,,,,,,,,,,,
斜對,斜对,xie2 dui4],catty-corner,to be diagonally opposite to,,,,,,,,,,,,,,,,
斜度,斜度,xie2 du4],slope,gradient,inclination,,,,,,,,,,,,,,,
斜徑,斜径,xie2 jing4],sloping path,,,,,,,,,,,,,,,,,
斜愣眼,斜愣眼,xie2 leng5 yan3],to squint,,,,,,,,,,,,,,,,,
斜愣眼兒,斜愣眼儿,xie2 leng5 yan3 r5],erhua variant of 斜愣眼[xie2 leng5 yan3],,,,,,,,,,,,,,,,,
斜投影,斜投影,xie2 tou2 ying3],oblique projection,,,,,,,,,,,,,,,,,
斜方型,斜方型,xie2 fang1 xing2],trapezium (geometry),,,,,,,,,,,,,,,,,
斜方肌,斜方肌,xie2 fang1 ji1],trapezius muscle (of the upper back and neck),,,,,,,,,,,,,,,,,
斜槓,斜杠,xie2 gang4],oblique bar,slash (computing),,,,,,,,,,,,,,,,
斜率,斜率,xie2 lu:4],slope,,,,,,,,,,,,,,,,,
斜眼,斜眼,xie2 yan3],to look askance,cross or wall-eyed,,,,,,,,,,,,,,,,
斜眼看,斜眼看,xie2 yan3 kan4],from the side of the eye,askance,,,,,,,,,,,,,,,,
斜睨,斜睨,xie2 ni4],to cast sidelong glances at sb,,,,,,,,,,,,,,,,,
斜管麵,斜管面,xie2 guan3 mian4],penne pasta,,,,,,,,,,,,,,,,,
斜紋織,斜纹织,xie2 wen2 zhi1],twill weave,,,,,,,,,,,,,,,,,
斜紋軟呢,斜纹软呢,xie2 wen2 ruan3 ni2],tweed,,,,,,,,,,,,,,,,,
斜線,斜线,xie2 xian4],diagonal line,slanting line,slash (punct.),forward slash (computing),,,,,,,,,,,,,,
斜線號,斜线号,xie2 xian4 hao4],slash (punct.),forward slash (computing),virgule,slanting line,oblique line,,,,,,,,,,,,,
斜肌,斜肌,xie2 ji1],diagonal muscle,,,,,,,,,,,,,,,,,
斜視,斜视,xie2 shi4],a squint,sideways glance,to look askance,,,,,,,,,,,,,,,
斜角,斜角,xie2 jiao3],bevel angle,oblique angle,,,,,,,,,,,,,,,,
斜躺,斜躺,xie2 tang3],to recline,,,,,,,,,,,,,,,,,
斜軸,斜轴,xie2 zhou2],oblique axes (math.),,,,,,,,,,,,,,,,,
斜邊,斜边,xie2 bian1],sloping side,hypotenuse (of a right-angled triangle),,,,,,,,,,,,,,,,
斜鉤,斜钩,xie2 gou1],(downwards-right concave hooked character stroke),,,,,,,,,,,,,,,,,
斜長石,斜长石,xie2 chang2 shi2],plagioclase (rock-forming mineral type of feldspar),,,,,,,,,,,,,,,,,
斜陽,斜阳,xie2 yang2],setting sun,,,,,,,,,,,,,,,,,
斜靠,斜靠,xie2 kao4],to recline,,,,,,,,,,,,,,,,,
斜面,斜面,xie2 mian4],inclined plane,,,,,,,,,,,,,,,,,
斜體,斜体,xie2 ti3],italics,slanting typeface,,,,,,,,,,,,,,,,
斜體字,斜体字,xie2 ti3 zi4],italic letter,slanting typeface,,,,,,,,,,,,,,,,
斝,斝,jia3],small jade cup with ears,,,,,,,,,,,,,,,,,
斞,斞,yu3],stack of grain,dry measure equivalent to 16 斗[dou3] or 160 liters,,,,,,,,,,,,,,,,
斟,斟,zhen1],to pour,to deliberate,,,,,,,,,,,,,,,,
斟酌,斟酌,zhen1 zhuo2],to consider,to deliberate,to fill up a cup to the brim,,,,,,,,,,,,,,,
斟酌字句,斟酌字句,zhen1 zhuo2 zi4 ju4],to measure one's words,,,,,,,,,,,,,,,,,
斟酌決定權,斟酌决定权,zhen1 zhuo2 jue2 ding4 quan2],discretionary power,,,,,,,,,,,,,,,,,
斟酒,斟酒,zhen1 jiu3],to pour wine or liquor,,,,,,,,,,,,,,,,,
斠,斠,jiao4],(old) instrument to even out the grain in a measuring vessel,to proofread,to collate,,,,,,,,,,,,,,,
斡,斡,wo4],to turn,,,,,,,,,,,,,,,,,
斡旋,斡旋,wo4 xuan2],to mediate (a conflict etc),,,,,,,,,,,,,,,,,
斢,斢,tiao3],(dialect) to exchange,to replace,,,,,,,,,,,,,,,,
斢,斢,tou3],yellow (archaic),,,,,,,,,,,,,,,,,
斤,斤,jin1],catty,weight equal to 0.5 kg,(Tw) weight equal to 0.6 kg,,,,,,,,,,,,,,,
斤兩,斤两,jin1 liang3],weight,(fig.) importance,,,,,,,,,,,,,,,,
斤斗,斤斗,jin1 dou3],variant of 筋斗[jin1 dou3],,,,,,,,,,,,,,,,,
斤斤計較,斤斤计较,jin1 jin1 ji4 jiao4],to haggle over every ounce,(fig.) to fuss over minor matters,to split hairs,,,,,,,,,,,,,,,
斤斤較量,斤斤较量,jin1 jin1 jiao4 liang4],to bicker at length over a trivial matter (idiom),,,,,,,,,,,,,,,,,
斥,斥,chi4],to blame,to reprove,to reprimand,to expel,to oust,to reconnoiter,(of territory) to expand,saline marsh,,,,,,,,,,
斥候,斥候,chi4 hou4],to reconnoiter,to scout,scout,,,,,,,,,,,,,,,
斥力,斥力,chi4 li4],repulsion (in electrostatics),repulsive force,,,,,,,,,,,,,,,,
斥罵,斥骂,chi4 ma4],to scold,,,,,,,,,,,,,,,,,
斥責,斥责,chi4 ze2],to lash out,to reprimand,,,,,,,,,,,,,,,,
斥資,斥资,chi4 zi1],to spend,to allocate funds,,,,,,,,,,,,,,,,
斥退,斥退,chi4 tui4],to dismiss (from a post),to expel from school,to order away (servants etc),,,,,,,,,,,,,,,
斥鹵,斥卤,chi4 lu3],saline marsh,salt,,,,,,,,,,,,,,,,
斧,斧,fu3],hatchet,,,,,,,,,,,,,,,,,
斧子,斧子,fu3 zi5],axe,hatchet,CL:把[ba3],,,,,,,,,,,,,,,
斧正,斧正,fu3 zheng4],(polite) please amend my writing,,,,,,,,,,,,,,,,,
斧鉞之誅,斧钺之诛,fu3 yue4 zhi1 zhu1],to die by battle-ax (idiom); to be executed,,,,,,,,,,,,,,,,,
斧鉞湯鑊,斧钺汤镬,fu3 yue4 tang1 huo4],battle-ax and boiling cauldron (idiom); facing torture and execution,,,,,,,,,,,,,,,,,
斧頭,斧头,fu3 tou2],ax,hatchet,CL:柄[bing3],,,,,,,,,,,,,,,
斨,斨,qiang1],axe,,,,,,,,,,,,,,,,,
斫,斫,zhuo2],to chop,to hack,to carve wood,,,,,,,,,,,,,,,
斫喪,斫丧,zhuo2 sang4],to ravage,to devastate,,,,,,,,,,,,,,,,
斫營,斫营,zhuo2 ying2],to attack a camp,,,,,,,,,,,,,,,,,
斫畬,斫畲,zhuo2 yu2],to clear land for agricultural use,,,,,,,,,,,,,,,,,
斫白,斫白,zhuo2 bai2],to strip bark,,,,,,,,,,,,,,,,,
斬,斩,zhan3],to behead (as form of capital punishment),to chop,,,,,,,,,,,,,,,,
斬新,斩新,zhan3 xin1],variant of 嶄新|崭新[zhan3 xin1],,,,,,,,,,,,,,,,,
斬斷,斩断,zhan3 duan4],to cut off,to chop sth in half,,,,,,,,,,,,,,,,
斬殺,斩杀,zhan3 sha1],to behead,,,,,,,,,,,,,,,,,
斬眼,斩眼,zhan3 yan3],to blink (literary),,,,,,,,,,,,,,,,,
斬而不奏,斩而不奏,zhan3 er2 bu4 zou4],to do sth and not report the fact (idiom),,,,,,,,,,,,,,,,,
斬草除根,斩草除根,zhan3 cao3 chu2 gen1],to cut weeds and eliminate the roots (idiom); to destroy root and branch,to eliminate completely,,,,,,,,,,,,,,,,
斬釘截鐵,斩钉截铁,zhan3 ding1 jie2 tie3],lit. to chop the nail and slice the iron (idiom),fig. resolute and decisive,unhesitating,categorical,,,,,,,,,,,,,,
斬首,斩首,zhan3 shou3],to behead,,,,,,,,,,,,,,,,,
斮,斮,zhuo2],cut off,,,,,,,,,,,,,,,,,
斯,斯,Si1],Slovakia,Slovak,abbr. for 斯洛伐克[Si1 luo4 fa2 ke4],,,,,,,,,,,,,,,
斯,斯,si1],(phonetic),this,,,,,,,,,,,,,,,,
斯事體大,斯事体大,si1 shi4 ti3 da4],see 茲事體大|兹事体大[zi1 shi4 ti3 da4],,,,,,,,,,,,,,,,,
斯佩林,斯佩林,si1 pei4 lin2],Spelling (e.g. Spelling Entertainment Group),,,,,,,,,,,,,,,,,
斯佩羅,斯佩罗,Si1 pei4 luo2],Spero (surname),,,,,,,,,,,,,,,,,
斯佩耳特小麥,斯佩耳特小麦,si1 pei4 er3 te4 xiao3 mai4],spelt (Triticum spelta) (loanword),,,,,,,,,,,,,,,,,
斯克里亞賓,斯克里亚宾,Si1 ke4 li3 ya4 bin1],Alexander Scriabin (1872-1915) Russian composer and pianist,,,,,,,,,,,,,,,,,
斯卡伯勒礁,斯卡伯勒礁,Si1 ka3 bo2 le4 Jiao1],Scarborough Shoal (Philippines' name for Huangyan Island),,,,,,,,,,,,,,,,,
斯台普斯,斯台普斯,Si1 tai2 pu3 si1],Staples (Center) sports arena in Los Angeles,,,,,,,,,,,,,,,,,
斯哥特,斯哥特,Si1 ge1 te4],Scott (name),,,,,,,,,,,,,,,,,
斯圖加特,斯图加特,Si1 tu2 jia1 te4],Stuttgart city in southwest Germany and capital of Baden-Württemberg 巴登·符騰堡州|巴登·符腾堡州[Ba1 deng1 · Fu2 teng2 bao3 zhou1],,,,,,,,,,,,,,,,,
斯坦佛,斯坦佛,Si1 tan3 fo2],Stanford (name),Stanford University Palo Alto California,,,,,,,,,,,,,,,,
斯坦佛大學,斯坦佛大学,Si1 tan3 fo2 Da4 xue2],Stanford University Palo Alto California,,,,,,,,,,,,,,,,,
斯坦利,斯坦利,Si1 tan3 li4],Stanley (name),,,,,,,,,,,,,,,,,
斯坦因,斯坦因,Si1 tan3 yin1],Stein (name),Marc Aurel Stein (1862-1943) British adventurer and archaeologist who explorer Xinjiang in early 20th century,,,,,,,,,,,,,,,,
斯坦福,斯坦福,Si1 tan3 fu2],Stanford (University),,,,,,,,,,,,,,,,,
斯坦福·萊佛士,斯坦福·莱佛士,Si1 tan3 fu2 · Lai2 fo2 shi4],Stamford Raffles (1781-1826) British statesman and founder of the city of Singapore,,,,,,,,,,,,,,,,,
斯坦福大學,斯坦福大学,Si1 tan3 fu2 Da4 xue2],Stanford University,,,,,,,,,,,,,,,,,
斯坦貝克,斯坦贝克,Si1 tan3 bei4 ke4],John Steinbeck (1902-1968) US novelist,,,,,,,,,,,,,,,,,
斯坦頓,斯坦顿,Si1 tan3 dun4],Stanton (name),,,,,,,,,,,,,,,,,
斯堪地納維亞,斯堪地纳维亚,Si1 kan1 di4 na4 wei2 ya4],Scandinavia (Tw),,,,,,,,,,,,,,,,,
斯堪的納維亞,斯堪的纳维亚,Si1 kan1 di4 na4 wei2 ya4],Scandinavia,,,,,,,,,,,,,,,,,
斯塔西,斯塔西,Si1 ta3 xi1],Stacy (name),,,,,,,,,,,,,,,,,
斯大林,斯大林,Si1 da4 lin2],Joseph Stalin (1879-1953) Soviet dictator,,,,,,,,,,,,,,,,,
斯大林主義,斯大林主义,Si1 da4 lin2 zhu3 yi4],Stalinism,,,,,,,,,,,,,,,,,
斯大林格勒,斯大林格勒,Si1 da4 lin2 ge2 le4],Stalingrad former name of Volvograd 伏爾加格勒|伏尔加格勒 (1925-1961),,,,,,,,,,,,,,,,,
斯大林格勒戰役,斯大林格勒战役,Si1 da4 lin2 ge2 le4 Zhan4 yi4],Battle of Stalingrad (1942-1943) decisive battle of Second World War and one of the bloodiest battles in history when the Germans failed to take Stalingrad were then trapped and destroyed by Soviet forces,,,,,,,,,,,,,,,,,
斯大林格勒會戰,斯大林格勒会战,Si1 da4 lin2 ge2 le4 Hui4 zhan4],Battle of Stalingrad (1942-1943),also called 斯大林格勒戰役|斯大林格勒战役,,,,,,,,,,,,,,,,
斯威士蘭,斯威士兰,Si1 wei1 shi4 lan2],Swaziland,,,,,,,,,,,,,,,,,
斯密,斯密,Si1 mi4],Smith (name),also rendered as 史密斯,,,,,,,,,,,,,,,,
斯密約瑟,斯密约瑟,Si1 mi4 Yue1 se4],Joseph Smith Jr. (1805-1844) founder of the Latter Day Saint movement,,,,,,,,,,,,,,,,,
斯巴達,斯巴达,Si1 ba1 da2],Sparta,,,,,,,,,,,,,,,,,
斯巴魯,斯巴鲁,Si1 ba1 lu3],Subaru,,,,,,,,,,,,,,,,,
斯帕斯基,斯帕斯基,Si1 pa4 si1 ji1],Spassky (name),,,,,,,,,,,,,,,,,
斯德哥爾摩,斯德哥尔摩,Si1 de2 ge1 er3 mo2],Stockholm capital of Sweden,,,,,,,,,,,,,,,,,
斯徹達爾,斯彻达尔,Si1 che4 da2 er3],Stjørdal (city in Trøndelag Norway),,,,,,,,,,,,,,,,,
斯托肯立石圈,斯托肯立石圈,Si1 tuo1 ken3 li4 shi2 quan1],Stonehenge stone circle,,,,,,,,,,,,,,,,,
斯拉夫,斯拉夫,Si1 la1 fu1],Slavic,,,,,,,,,,,,,,,,,
斯拉夫語,斯拉夫语,Si1 la1 fu1 yu3],Slavic language,,,,,,,,,,,,,,,,,
斯捷潘,斯捷潘,Si1 jie2 pan1],Stepan or Stefan (name),,,,,,,,,,,,,,,,,
斯摩稜斯克,斯摩棱斯克,Si1 mo2 leng2 si1 ke4],Smolensk (Russian city),,,,,,,,,,,,,,,,,
斯文,斯文,si1 wen2],refined,educate,cultured,intellectual,polite,gentle,,,,,,,,,,,,
斯文·海定,斯文·海定,Si1 wen2 · Hai3 ding4],Sven Hedin (1865-1952) famous Swedish adventurer and archaeologist whose 1894-1900 Central Asian expeditions uncovered Kroraina or Loulan 樓蘭|楼兰[Lou2 lan2],also written 斯文·赫定,,,,,,,,,,,,,,,,
斯文·赫定,斯文·赫定,Si1 wen2 · He4 ding4],Sven Hedin (1865-1952) famous Swedish adventurer and archaeologist whose 1894-1900 Central Asian expeditions uncovered Kroraina or Loulan 樓蘭|楼兰,,,,,,,,,,,,,,,,,
